0,nan,0,0,nan,0,nan,0,0,nan,nan,0,nan,0,0,0,0,0,nan,0,nan,nan,0,0,0,0,nan,nan,0,0,0.069767442,0,nan,0,0,0,nan,nan,nan,0,nan,0,0,nan,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,0,0,0,nan,nan,0,0,nan,0,0,nan,0,0,0,0,0,0,nan,0,0,nan,0,0,0,0,nan,0,0,nan,nan,nan,0,nan,nan,nan,0,nan,0,nan,0,nan,0,0,0,0,0,nan,0,nan,nan,0,nan,nan,0,0,0,nan,0,nan,0,0,0,0,0,nan,0,0,nan,nan,0,0,nan,nan,0,nan,nan,0,nan,0,0,0,nan,nan,0,0,0,0,0,0,nan,nan,nan,0,0,0,nan,0,0,0,nan,0,nan,nan,0,0,nan,nan,nan,0,nan,nan,0,nan,nan,0,0,nan,nan,0,nan,nan,0,nan,nan,0,nan,nan,0,0,0,nan,0,nan,0,0,nan,0,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,0,0,nan,0,0,0,nan,0,0,0,0,0,0,nan,0,0,nan,0,nan,nan,0,nan,nan,nan,0,nan,0,0,nan,nan,0.428571429,nan,0,0,0,0,nan,0,0,0,0,0,0,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,nan,0,nan,nan,0,0,0,0.15,nan,0,0,0,nan,0,0,0,nan,0,0,0,nan,0,0,0,0,0,0,0,0,nan,0,0,nan,0,nan,nan,nan,0,0,nan,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,0,0,0,0,0,nan,nan,nan,nan,0,0,0,nan,0,0,0,nan,nan,0,0,0,0,nan,nan,nan,0,0,nan,nan,nan,0,nan,nan,nan,0,nan,nan,nan,0,nan,nan,0,nan,nan,nan,0,nan,nan,nan,nan,nan,0,nan,0,nan,nan,0,0,0,0,nan,nan,0,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0,0,0,nan,nan,nan,0,0,nan,nan,0,0,0,nan,nan,nan,0,0,0,0,nan,0,nan,0,0,nan,0,0,0,0,0,0,0,nan,0,0,0,0,0,0,0,nan,nan,0,nan,0,0,0,0,nan,0,0,0,nan,0,nan,0,nan,nan,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,0,nan,nan,0,0,nan,0,nan,0,0,0,nan,nan,0,0,nan,0,0,nan,nan,nan,0,0,nan,0,0,nan,0,0,nan,nan,nan,0,0,0,nan,0,nan,nan,0,nan,0,0,nan,0,0,nan,nan,nan,0,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,0,0,0,0,0,0,0,nan,0,nan,0,nan,0,0,0,nan,nan,0,0,0,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,0,nan,nan,0,0,nan,nan,nan,nan,0,0,0,0,0,nan,0,0,0,0,0,0,0,nan,nan,0,nan,nan,0,0,0,0,nan,0,nan,0,0,0,0,nan,nan,nan,nan,0,0,0,0,0,0,0,0,0,nan,nan,0,nan,0,nan,nan,0,nan,nan,nan,nan,nan,nan,0,0,nan,0,nan,nan,0,nan,nan,0,0,nan,nan,nan,0,0,0,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,nan,0,0,0,0,0,nan,0,nan,0,0,0,0,nan,nan,nan,0,0,nan,nan,0,nan,0,0,0,0,0,nan,0,0,0,0,nan,0,nan,0,0,0,0,0,nan,0,0,0,nan,0,nan,0,nan,nan,0,0,0,0,0,0,0,0,nan,0,0,nan,0,nan,0,0,0,0,0,nan,0,0,0,nan,nan,0,nan,0,0,0,nan,nan,nan,0,0,0,nan,nan,0,nan,nan,nan,0,0,0,0,nan,nan,nan,nan,0,nan,nan,nan,0,0,0,0,nan,0,nan,0,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
